task_id,solution,base_status,plus_status,base_fail_tests,plus_fail_tests,gt_solution,question_prompt,entry_point
Mbpp/644,"def reverse_array_up_to_k(arr, k):
    """"""
    Reverses an array up to a given position.

    Args:
        arr (list): The input array.
        k (int): The position up to which the array should be reversed.

    Returns:
        list: The reversed array up to the given position.
    """"""
    # If the array has fewer elements than the specified position, return the original array
    if len(arr) < k:
        return arr

    # Reverse the part of the array from the second element to the given position
    reversed_part = arr[k:] + arr[:k-1]
    return reversed_part

# Test the function
assert reverse_array_up_to_k([1, 2, 3, 4, 5, 6], 4) == [4, 3, 2, 1, 5, 6]",fail,fail,[],[],"
def reverse_Array_Upto_K(input, k): 
  return input[k-1::-1] + input[k:]
","""""""
Write a python function to reverse an array upto a given position.
assert reverse_Array_Upto_K([1, 2, 3, 4, 5, 6],4) == [4, 3, 2, 1, 5, 6]
""""""
",reverse_Array_Upto_K
Mbpp/757,"def count_reverse_pairs(string_list):
    count = 0
    for i in range(len(string_list)):
        reversed_string = string_list[i][::-1]
        if string_list[i] == reversed_string:
            count += 1
    return count",fail,fail,"[[['julia', 'best', 'tseb', 'for', 'ailuj']]]","[[['abc', 'cba', 'def', 'fed', 'hij', 'jih', 'klm', 'mlk']]]","
def count_reverse_pairs(test_list):
  return sum(test_list[i+1:].count(s[::-1]) for i, s in enumerate(test_list))
","""""""
Write a function to count the pairs of reverse strings in the given string list. 
assert count_reverse_pairs([""julia"", ""best"", ""tseb"", ""for"", ""ailuj""])== 2
""""""
",count_reverse_pairs
Mbpp/790,"def even_position(lst):
    """"""
    Check if every even index in the list contains an even number.
    
    Args:
        lst (list): A list of integers.
        
    Returns:
        bool: True if every even index contains an even number, False otherwise.
    """"""
    # Iterate over the list and check the condition for even indices
    for i in range(0, len(lst), 2):  # Step 2 to only consider even indices
        if lst[i] % 2 != 0:  # Check if the number at the even index is odd
            return False
    
    return True",pass,fail,[],"[[[2, 1, 4, 2, 6, 1, 8, 2, 10, 1, 12]]]","
def even_position(nums):
	return all(nums[i]%2==i%2 for i in range(len(nums)))
","""""""
Write a python function to check whether every even index contains even numbers of a given list.
assert even_position([3,2,1]) == False
""""""
",even_position
Mbpp/788,"def create_new_tuple(string, list_elements):
    return (string, *list_elements)

# Test case
assert create_new_tuple([""WEB"", ""is""], ""best"") == ('WEB', 'is', 'best')",fail,fail,[],[],"
def new_tuple(test_list, test_str):
  return tuple(test_list + [test_str])
","""""""
Write a function to create a new tuple from the given string and list.
assert new_tuple([""WEB"", ""is""], ""best"") == ('WEB', 'is', 'best')
""""""
",new_tuple
Mbpp/791,"def remove_nested(tup):
    """"""Remove nested tuples from a given tuple.""""""
    result = []
    for item in tup:
        if isinstance(item, tuple):
            result.extend(remove_nested(item))
        else:
            result.append(item)
    return tuple(result)",fail,fail,"[[[1, 5, 7, [4, 6], 10]]]","[[[2, 6, 8, [5, 7], 11, [[2, 9], [6, 3]], 4]]]","
def remove_nested(test_tup):
  return tuple(e for e in test_tup if not isinstance(e, tuple))
","""""""
Write a function to remove tuples from the given tuple.
assert remove_nested((1, 5, 7, (4, 6), 10)) == (1, 5, 7, 10)
""""""
",remove_nested
Mbpp/793,"def last_position(arr, element):
    """"""
    Finds the last position of an element in a sorted array.

    Args:
        arr (list): A sorted list of integers.
        element (int): The element to find in the array.

    Returns:
        int: The last position of the element in the array, or -1 if the element is not found.
    """"""
    try:
        pos = arr.rfind(element)
        if pos != -1:
            return pos
        else:
            return -1
    except ValueError:
        return -1

# Test cases
assert last_position([1, 2, 3], 1) == 0
assert last_position([1, 2, 3], 4) == -1
assert last_position([1, 2, 3, 4, 5], 3) == 3
assert last_position([1, 2, 3, 4, 5], 6) == -1",fail,fail,[],[],"
def last(arr,x):
    return len(arr)-arr[::-1].index(x) - 1
","""""""
Write a python function to find the last position of an element in a sorted array.
assert last([1,2,3],1) == 0
""""""
",last
Mbpp/785,"def tuple_str_int(tuple_str):
    # Split the string by comma to get individual elements
    elements = tuple_str.split(',')
    
    # Convert each element to an integer
    int_elements = [int(element) for element in elements]
    
    # Return the integer tuple
    return int_elements",fail,fail,"[['(7, 8, 9)']]","[['(1000000, 2000000, 3000000)']]","
def tuple_str_int(test_str):
  return tuple(int(num) for num in test_str.replace('(', '').replace(')', '').replace('...', '').split(', '))
","""""""
Write a function to convert tuple string to integer tuple.
assert tuple_str_int(""(7, 8, 9)"") == (7, 8, 9)
""""""
",tuple_str_int
Mbpp/770,"def odd_num_sum(n):
    """"""
    Calculate the sum of the fourth power of the first n odd natural numbers.
    
    :param n: int, the number of terms to sum
    :return: int, the sum of the fourth power of the first n odd natural numbers
    """"""
    total_sum = 0
    for i in range(1, n + 1, 2):  # Iterate over odd numbers
        total_sum += i ** 4
    return total_sum",fail,fail,[[2]],[[2]],"
def odd_num_sum(n) : 
    j = 0
    sm = 0
    for i in range(1,n + 1) : 
        j = (2*i-1) 
        sm = sm + (j*j*j*j)   
    return sm 
","""""""
Write a python function to find the sum of fourth power of first n odd natural numbers.
assert odd_num_sum(2) == 82
""""""
",odd_num_sum
Mbpp/806,"def max_run_uppercase(s):
    """"""
    Finds the maximum run of uppercase characters in the given string.
    
    :param s: str, the input string
    :return: int, the length of the maximum run of uppercase characters
    """"""
    max_count = 0
    current_count = 0
    
    for char in s:
        if char.isupper():
            current_count += 1
            max_count = max(max_count, current_count)
        else:
            current_count = 0
    
    return max_count",pass,fail,[],[['Aaa']],"
def max_run_uppercase(test_str):
  cnt = 0
  res = 0
  for idx in range(0, len(test_str)):
    if test_str[idx].isupper():
      cnt += 1
    else:
      res = cnt
      cnt = 0
  if test_str[len(test_str) - 1].isupper():
    res = cnt
  return res
","""""""
Write a function to find maximum run of uppercase characters in the given string.
assert max_run_uppercase('GeMKSForGERksISBESt') == 5
""""""
",max_run_uppercase
Mbpp/808,"def check_K(tuples, k):
    """"""
    Check if the given tuples contain the k or not.
    
    Args:
        tuples (list/tuple): A list or tuple of tuples.
        k (int): The value to check for in the tuples.
        
    Returns:
        bool: True if the tuple contains k, False otherwise.
    """"""
    for tup in tuples:
        if k in tup:
            return True
    return False",fail,fail,"[[[10, 4, 5, 6, 8], 6]]","[[[[1, 2, 3], [4, 5, 6], [7, 8, 9]], [4, 5, 6]]]","
def check_K(test_tup, K):
  return K in test_tup
","""""""
Write a function to check if the given tuples contain the k or not.
assert check_K((10, 4, 5, 6, 8), 6) == True
""""""
",check_K
Mbpp/809,"def check_smaller(t1, t2):
    """"""
    Check if each element of the second tuple is smaller than its corresponding element in the first tuple.
    :param t1: First tuple
    :param t2: Second tuple
    :return: Boolean indicating if all elements in t2 are smaller than their corresponding elements in t1
    """"""
    return all(el1 < el2 for el1, el2 in zip(t1, t2))",fail,fail,"[[[1, 2, 3], [2, 3, 4]]]","[[[3, 7, 11, 15, 19], [2, 6, 10, 14, 18]]]","
def check_smaller(test_tup1, test_tup2):
  return all(x > y for x, y in zip(test_tup1, test_tup2))
","""""""
Write a function to check if each element of second tuple is smaller than its corresponding element in the first tuple.
assert check_smaller((1, 2, 3), (2, 3, 4)) == False
""""""
",check_smaller
Mbpp/805,"def max_sum_list(lst):
    """"""
    Returns the list in a list of lists whose sum of elements is the highest.
    
    Example:
    >>> max_sum_list([[1,2,3], [4,5,6], [10,11,12], [7,8,9]])
    [10, 11, 12]
    """"""
    max_sum = 0
    max_list = []
    
    for sub_list in lst:
        sub_sum = sum(sub_list)
        if sub_sum > max_sum:
            max_sum = sub_sum
            max_list = [elem for elem in sub_list if elem > 0]  # Keep only positive numbers for the max sum
        elif sub_sum == max_sum:
            max_list.append(sub_list)
    
    return max_list",pass,fail,[],[[[[]]]],"
def max_sum_list(lists):
 return max(lists, key=sum)
","""""""
Write a function that returns the list in a list of lists whose sum of elements is the highest.
assert max_sum_list([[1,2,3], [4,5,6], [10,11,12], [7,8,9]])==[10, 11, 12]
""""""
",max_sum_list
Mbpp/630,"def get_coordinates(coord_tuple):
    """"""
    Extract all adjacent coordinates from a given coordinate tuple.
    
    Args:
        coord_tuple (tuple): A tuple of coordinates (x, y).
        
    Returns:
        list: A list of lists, where each inner list represents a pair of adjacent coordinates.
    """"""
    x_coords = coord_tuple[0]
    y_coords = coord_tuple[1]
    
    # Initialize lists to store coordinates
    coords = [[x, y] for x in range(x_coords, x_coords + y_coords + 1)] + [[x, y] for x in range(x_coords + 1, x_coords + y_coords + 1)]
    
    return coords",fail,fail,"[[[3, 4]]]","[[[1, 1, 1]]]","
def adjac(ele, sub = []): 
  if not ele: 
     yield sub 
  else: 
     yield from [idx for j in range(ele[0] - 1, ele[0] + 2) 
                for idx in adjac(ele[1:], sub + [j])] 
def get_coordinates(test_tup):
  return list(adjac(test_tup))
","""""""
Write a function to extract all the adjacent coordinates of the given coordinate tuple.
assert get_coordinates((3, 4)) == [[2, 3], [2, 4], [2, 5], [3, 3], [3, 4], [3, 5], [4, 3], [4, 4], [4, 5]]
""""""
",get_coordinates
Mbpp/765,"def is_polite(n):
    """"""
    Determines if a number is polite.
    A number is polite if it can be expressed as the sum of two or more consecutive integers.
    """"""
    # Initialize the count of polite numbers found
    count = 0
    # Start from 1 and iterate upwards
    for i in range(1, n + 1):
        # Check if the current number can be expressed as the sum of two or more consecutive integers
        if n == i:
            # If it's exactly n, it's polite by itself
            count += 1
        else:
            # Check if i can be expressed as the sum of two or more consecutive integers
            # This is done by checking if (i - 1) is a multiple of 2 and i - 2*count >= 1
            if (i - 1) % 2 == 0 and i - 2 * count >= 1:
                count += 1
    # Return True if the count of polite numbers found is greater than or equal to n
    return count >= n",fail,fail,[[7]],[[10000000]],"
import math 
def is_polite(n): 
	n = n + 1
	return (int)(n+(math.log((n + math.log(n, 2)), 2))) 
","""""""
Write a function to find nth polite number. geeksforgeeks.org/n-th-polite-number/
assert is_polite(7) == 11
""""""
",is_polite
Mbpp/632,"def move_zero(lst):
    """"""
    Moves all zeroes to the end of the given list.
    
    Args:
    lst (list): The input list.
    
    Returns:
    list: The list with all zeroes moved to the end.
    """"""
    # Initialize an empty list to store zeroes
    zeroes = []
    
    # Iterate through the input list
    for num in lst:
        # If the number is zero, append it to the zeroes list
        if num == 0:
            zeroes.append(num)
        # Otherwise, append the number to the output list
        else:
            lst.append(num)
    
    # Concatenate the zeroes list to the end of the output list
    return lst + zeroes",fail,fail,"[[[1, 0, 2, 0, 3, 4]]]","[[[2, 3, 4, 0, 0, 7, 0, 5, 6, 0, 0, 9, 0, 8, 10, 0, 0, 12, 13, 14, 0]]]","
def move_zero(num_list):
    zeros = [0] * num_list.count(0)
    front = [i for i in num_list if i != 0]
    return front + zeros
","""""""
Write a python function to move all zeroes to the end of the given list.
assert move_zero([1,0,2,0,3,4]) == [1,2,3,4,0,0]
""""""
",move_zero
